ID,City,Year of birth,Gender,Education Level,Education success,Tollo consumption,Frequency tollo consumption,Sharks in Peru,Species_sharks_1,Species_sharks_2,Species_sharks_3,Shark consumption,Shark_consumption_1,Shark_consumption_2,Shark_consumption_3,
259,PIS,1992,1.00,2,1,1.00,4.00,1.00,azul,martillo,N/A,1,azul,N/A,N/A,
260,PIS,1979,2.00,2,1,1.00,4.00,1.00,delfin,ballena,N/A,N/A,N/A,N/A,N/A,
261,PIS,1991,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
262,PIS,1998,1.00,NA,,1.00,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
263,PIS,1956,1.00,2,2,1.00,2.00,1.00,tollo,gato,tiburon azul,1,azul,tollo,gato,
264,PIS,1984,2.00,3,2,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
265,PIS,1971,2.00,2,2,1.00,3.00,1.00,blanco,martillo,N/A,2,N/A,N/A,N/A,
266,PIS,1993,1.00,3,1,1.00,N/A,1.00,mojarra,tollo,N/A,1,tollo,N/A,N/A,
267,PIS,1972,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
268,PIS,1997,1.00,2,1,1.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
269,PIS,1986,2.00,3,1,1.00,N/A,1.00,martillo,tigre,caracol,1,diablo,N/A,N/A,
270,PIS,1984.00,1.00,2,1,2.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
271,PIS,1950,1.00,NA,,1.00,1.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
272,PIS,1964,2.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
273,PIS,1985,1.00,2,1,1.00,4.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
274,PIS,1962,2.00,3,2,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
275,PIS,1935,1.00,1,2,1.00,2.00,1.00,martillo,N/A,N/A,1,tollo,N/A,N/A,
276,PIS,1986.00,2.00,2,1,2.00,N/A,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
277,PIS,1951,1.00,1,2,1.00,1.00,1.00,cachalote,N/A,N/A,N/A,N/A,N/A,N/A,
278,PIS,1970,1.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
279,PIS,1978,2.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
280,PIS,1975,2.00,2,1,1.00,4.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
281,PIS,1973,2.00,4,1,1.00,5.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
282,PIS,1982,2.00,3,1,1.00,5.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
283,PIS,1979,2.00,3,2,1.00,4.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
284,PIS,1942,1.00,1,2,1.00,1.00,1.00,azul,diamante,martillo,1,blanco,N/A,N/A,
285,PIS,1987,2.00,2,1,1.00,5.00,1.00,diamante,N/A,N/A,2,N/A,N/A,N/A,
286,PIS,1960,2.00,2,1,1.00,2.00,1.00,ballena,N/A,N/A,1,ballena,N/A,N/A,
287,PIS,1958,1.00,2,1,1.00,4.00,1.00,azul,gato,N/A,1,tollo,N/A,N/A,
288,PIS,1961,1.00,2,1,1.00,4.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
289,PIS,1970,1.00,3,1,1.00,2.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
290,PIS,1971,2.00,3,2,1.00,4.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
291,PIS,1974,1.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
292,PIS,1949,2.00,4,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,1,tollo,N/A,N/A,
293,PIS,1973,2.00,4,1,1.00,2.00,2.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
294,PIS,1971,2.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
295,PIS,1983,2.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
296,PIS,1949,2.00,1,2,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
297,PIS,1956,1.00,3,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
298,PIS,1958,2.00,3,2,1.00,3.00,1.00,tiburon grndes,N/A,N/A,3,N/A,N/A,N/A,
299,PIS,1985,2.00,NA,,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
300,PIS,1969,2.00,3,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
301,PIS,1960,2.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
302,PIS,1974,2.00,3,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
303,PIS,1954,2.00,2,2,1.00,3.00,1.00,comun,N/A,N/A,3,N/A,N/A,N/A,
304,PIS,1948.00,1.00,2,1,3.00,N/A,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
305,PIS,1972,2.00,3,1,1.00,5.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
306,PIS,1985.00,1.00,4,2,2.00,N/A,1.00,tiburon azul,martillo,N/A,N/A,N/A,N/A,N/A,
307,PIS,1978,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
308,PIS,1993,2.00,1,1,1.00,3.00,1.00,tiburon azul,martillo,N/A,1,tollo,N/A,N/A,
309,PIS,1958,2.00,3,1,1.00,1.00,1.00,tiburones mediano,N/A,N/A,3,N/A,N/A,N/A,
310,PIS,1980,2.00,2,1,1.00,5.00,1.00,tiburon pequeños,tollo,N/A,1,tollo,N/A,N/A,
311,PIS,1975.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
312,PIS,1970.00,1.00,3,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
313,PIS,1987.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
314,PIS,1988.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
315,PIS,1975,1.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
316,PIS,1957,1.00,1,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
317,PIS,1971,1.00,2,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,1,N/A,N/A,N/A,
318,PIS,1951,1.00,1,1,1.00,4.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
319,PIS,1965,1.00,2,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
320,PIS,1972,1.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
321,PIS,1976,1.00,2,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
322,PIS,1996,1.00,4,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
323,PIS,1961,1.00,2,2,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
324,PIS,1945.00,1.00,1,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
325,PIS,1984,2.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
326,PIS,1957.00,1.00,1,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
327,PIS,1988.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
328,PIS,1987.00,2.00,3,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
329,PIS,1950,1.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
330,PIS,1967,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
331,PIS,1961,2.00,2,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
332,PIS,1970,1.00,1,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
333,PIS,1986,1.00,3,1,1.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
334,PIS,1940,1.00,2,2,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
335,PIS,1990,1.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
336,PIS,1960,2.00,NA,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
337,PIS,1987,2.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
338,PIS,1971,1.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
339,PIS,1954,1.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
340,PIS,1984,1.00,4,2,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
341,PIS,1978,2.00,2,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
342,PIS,1959,1.00,2,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
343,PIS,1998.00,1.00,4,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
344,PIS,1994,1.00,1,2,1.00,4.00,1.00,martillo,azul,N/A,1,martillo,N/A,N/A,
345,PIS,N/A,N/A,4,1,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
346,PIS,1983,1.00,3,2,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
347,PIS,1992,N/A,4,1,1.00,N/A,1.00,tollo,N/A,N/A,1,tollo,martillo,N/A,
348,PIS,1984,N/A,4,2,1.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
349,PIS,1996,N/A,3,1,1.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
350,PIS,,1.00,3,1,1.00,6.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
351,PIS,1988,2.00,4,1,N/A,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
352,PIU,1980,2.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
353,PIU,1992,2.00,3,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
354,PIU,1996,2.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
355,PIU,1983,2.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
356,PIU,1974,1.00,3,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
357,PIU,1973,2.00,2,2,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
358,PIU,1959,1.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
359,PIU,1995,2.00,4,2,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
360,PIU,1990,2.00,3,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
361,PIU,1980,1.00,4,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,1,tiburon leche,N/A,N/A,
362,PIU,1958,1.00,3,1,1.00,3.00,1.00,tiburon negro,N/A,N/A,1,tiburon negro,N/A,N/A,
363,PIU,1984,2.00,3,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
364,PIU,1946,2.00,1,2,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
365,PIU,1987,1.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
366,PIU,1970,1.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
367,PIU,1986,1.00,2,2,1.00,3.00,1.00,tiburon blanco,N/A,N/A,2,N/A,N/A,N/A,
368,PIU,1989,2.00,4,,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
369,PIU,1975,1.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
370,PIU,1979,2.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
371,PIU,1960,1.00,2,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
372,PIU,1984,1.00,4,1,1.00,5.00,1.00,tigre,diamante,N/A,2,N/A,N/A,N/A,
373,PIU,1987,2.00,4,1,1.00,5.00,1.00,tigre,blanco,azul,1,N/A,N/A,N/A,
374,PIU,1979,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
375,PIU,1983.00,1.00,4,1,3.00,3.00,1.00,blanco,toro,N/A,3,N/A,N/A,N/A,
376,PIU,1985.00,2.00,2,1,2.00,N/A,1.00,blanco,N/A,N/A,2,N/A,N/A,N/A,
377,PIU,1980.00,1.00,4,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
378,PIU,1980,1.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
379,PIU,1978.00,2.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
380,PIU,1983.00,2.00,4,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
381,PIU,1979,1.00,4,1,1.00,5.00,1.00,blanco,martillo,N/A,3,N/A,N/A,N/A,
382,PIU,1981.00,1.00,4,1,2.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
383,PIU,1980,2.00,4,1,1.00,5.00,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
384,PIU,1979,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
385,PIU,1985,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
386,PIU,1986,2.00,4,1,1.00,3.00,1.00,diamante,martillo,toro,3,N/A,N/A,N/A,
387,PIU,,2.00,4,1,1.00,5.00,1.00,azul,martillo,blanco,3,N/A,N/A,N/A,
388,PIU,1975,2.00,2,1,1.00,6.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
389,PIU,1980,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
390,PIU,1982,1.00,4,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
391,PIU,1983,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
392,PIU,1980,1.00,3,1,1.00,2.00,1.00,tollo,N/A,N/A,1,N/A,N/A,N/A,
393,PIU,1974,1.00,3,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
394,PIU,1965,1.00,2,1,1.00,N/A,1.00,tollo,N/A,N/A,2,N/A,N/A,N/A,
395,PIU,,1.00,4,1,1.00,2.00,1.00,tollo,N/A,N/A,1,N/A,N/A,N/A,
396,PIU,1978,2.00,3,1,1.00,3.00,1.00,tollo,N/A,N/A,2,N/A,N/A,N/A,
397,PIU,1980,1.00,3,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
398,PIU,1958,1.00,3,1,1.00,2.00,1.00,tollo,N/A,N/A,2,N/A,N/A,N/A,
399,PIU,1982,2.00,3,1,1.00,2.00,1.00,tollo,N/A,N/A,2,N/A,N/A,N/A,
400,PIU,1975,1.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
401,PIU,1979,2.00,2,1,1.00,2.00,1.00,tollo,N/A,N/A,1,espada,N/A,N/A,
402,PIU,1987,2.00,3,1,1.00,2.00,1.00,tollo,N/A,N/A,1,espada,N/A,N/A,
403,PIU,1968,1.00,1,2,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
404,PIU,1969,2.00,2,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
405,PIU,1975,1.00,4,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
406,PIU,1980,1.00,3,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
407,PIU,1979,1.00,4,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
408,PIU,1977,2.00,4,1,1.00,2.00,1.00,tollo,N/A,N/A,1,espada,N/A,N/A,
409,PIU,1981,2.00,2,1,1.00,2.00,1.00,tollo,N/A,N/A,1,espada,N/A,N/A,
410,PIU,1990,2.00,4,2,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
411,PIU,1959,2.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
412,PIU,1941,2.00,4,1,1.00,5.00,1.00,tiburon azul,tiburon blanco,N/A,2,N/A,N/A,N/A,
413,PIU,1965,2.00,NA,,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
414,PIU,1983,1.00,NA,,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
415,PIU,1977,1.00,4,2,1.00,1.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
416,PIU,1972,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
417,PIU,1980,1.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
418,PIU,1990,1.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
419,PIU,1984,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
420,PIU,1984,1.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
421,PIU,1996,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
422,PIU,1986,2.00,4,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
423,PIU,1955,2.00,4,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
424,PIU,1965,1.00,3,1,1.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
425,PIU,1991,1.00,4,2,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
426,PIU,1982,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
427,PIU,1963,1.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
428,PIU,1972,2.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
429,PIU,1969,1.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
430,PIU,1983,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
431,PIU,1965,2.00,1,2,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
432,PIU,1989,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
433,PIU,1979,1.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
434,PIU,1987,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
435,PIU,1979,2.00,4,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
436,PIU,1993,1.00,3,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
437,PIU,1974.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
438,PIU,1983,2.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
439,PIU,1956,2.00,3,1,1.00,1.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
440,PIU,1981,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
441,PIU,1992,2.00,4,2,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
442,PIU,1986,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
443,PIU,1983,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
444,PIU,1979,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
445,PIU,1978,2.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
446,PIU,1981,2.00,4,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
447,PIU,1987,1.00,3,1,1.00,2.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
448,PIU,1966,2.00,4,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
449,PIU,1988,2.00,4,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
450,PIU,1987,N/A,4,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
451,PIU,1953,2.00,2,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
452,PIU,1978,1.00,3,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
453,PIU,1968,1.00,4,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
454,PIU,1960,2.00,2,1,1.00,1.00,2.00,N/A,N/A,N/A,1,tiburones BB,N/A,N/A,
455,PIU,1977,1.00,4,1,1.00,2.00,1.00,tiburones BB,N/A,N/A,1,tiburones BB,N/A,N/A,
456,PIU,1982,2.00,4,1,1.00,2.00,1.00,tiburon pequeños,N/A,N/A,3,N/A,N/A,N/A,
457,TRU,1992,1.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
458,TRU,1984,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
459,TRU,1980,1.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
460,TRU,1995,1.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
461,TRU,1975,2.00,3,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
462,TRU,1970,2.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
463,TRU,1981,2.00,4,1,1.00,3.00,1.00,zorro,azul,N/A,3,N/A,N/A,N/A,
464,PIU,1978,2.00,4,1,1.00,5.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
465,PIU,1956,2.00,2,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
466,PIU,1976,2.00,4,1,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
467,PIU,1952,2.00,2,1,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
468,PIU,1972,1.00,4,1,1.00,2.00,1.00,tiburones BB,N/A,N/A,1,tiburones BB,N/A,N/A,
469,PIU,1976,1.00,3,1,1.00,1.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
470,PIU,1953,1.00,2,1,1.00,2.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
471,PIU,1967,2.00,4,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
472,PIU,1954,2.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
473,PIU,1967,2.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
474,PIU,1950,1.00,4,1,1.00,1.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
475,PIU,1950,2.00,4,1,1.00,1.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
476,PIU,1991,1.00,4,2,1.00,2.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
477,PIU,1949,2.00,2,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
478,PIU,1975,2.00,4,1,1.00,1.00,1.00,tollo leche,N/A,N/A,1,tollo leche,N/A,N/A,
479,PIU,1966,2.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
480,PIU,1990,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
481,PIU,1996,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
482,PIU,1995,1.00,4,2,1.00,3.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
483,PIU,1982,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,1,azul,N/A,N/A,
484,PIU,1979,2.00,3,2,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
485,PIU,1976,2.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
486,PIU,1977,2.00,3,2,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
487,PIU,1981,1.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
488,PIU,1970,2.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
489,PIU,1948,1.00,3,1,1.00,3.00,1.00,tiburon leche,tiburon azul,N/A,1,tiburon leche,N/A,N/A,
490,PIU,1953,2.00,3,1,1.00,4.00,1.00,tiburon azul,tiburon leche,N/A,1,tiburon leche,N/A,N/A,
491,PIU,1985,1.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
492,PIU,1978,1.00,3,1,1.00,5.00,1.00,tiburon leche,diamante,azul,1,leche,N/A,N/A,
493,PIU,1945,2.00,2,2,1.00,2.00,1.00,N/A,N/A,N/A,1,tiburon leche,N/A,N/A,
494,PIU,1976,2.00,3,2,1.00,3.00,1.00,azul,N/A,N/A,1,leche,N/A,N/A,
495,PIU,1975,1.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
496,PIU,1955,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
497,PIU,1970,2.00,3,1,1.00,4.00,1.00,azul,N/A,N/A,2,N/A,N/A,N/A,
498,PIU,1968,2.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
499,PIU,1968,1.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
500,PIU,1989,2.00,4,2,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
501,PIU,1985,1.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
502,PIU,1998,1.00,3,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
